transaction_id,transactional_date,product_id,customer_id,payment,credit_card,loyalty_card,cost,quantity,price,total_amount,total_cost,net_profit
2118,2021-10-25 02:37:00,P0644,7,Visa,4041594450496,F,11.48,2,12.59,25.18,22.96,2.219999999999999
2119,2021-10-25 09:14:00,P0412,3,Americanexpress,374288505451244,F,16.11,1,17.89,17.89,16.11,1.7800000000000011
2120,2021-10-25 13:04:00,P0369,8,Americanexpress,374283630523751,F,8.08,3,8.79,26.369999999999997,24.240000000000002,2.1299999999999955
2121,2021-10-25 14:58:00,P0593,4,Americanexpress,374288018632587,T,17.78,3,19.19,57.57000000000001,53.34,4.230000000000004
2122,2021-10-25 15:10:00,P0350,9,Visa,4041597483514889,F,17.21,4,18.19,72.76,68.84,3.9200000000000017
2123,2021-10-25 19:15:00,P0406,1,Americanexpress,374283778992461,F,7.19,2,8.19,16.38,14.38,1.9999999999999982
2124,2021-10-25 20:59:00,P0469,3,Visa,4041592072342,F,0.92,1,1.59,1.59,0.92,0.67
2125,2021-10-26 01:01:00,P0400,2,Visa,4041595303173,F,6.39,2,7.69,15.38,12.78,2.6000000000000014
2126,2021-10-26 05:49:00,P0257,6,Americanexpress,374288843319152,F,14.78,4,16.19,64.76,59.12,5.640000000000008
2127,2021-10-26 06:06:00,P0386,8,Mastercard,5108758511365663,F,19.79,2,21.39,42.78,39.58,3.200000000000003
2128,2021-10-26 06:29:00,P0339,9,Americanexpress,374283338418742,F,19.62,2,21.39,42.78,39.24,3.539999999999999
2129,2021-10-26 06:30:00,P0516,7,Mastercard,5048376420939586,F,6.12,4,7.49,29.96,24.48,5.48
2130,2021-10-26 08:29:00,P0639,6,Americanexpress,374283238149306,F,14.14,2,14.89,29.78,28.28,1.5
2131,2021-10-26 09:44:00,P0702,6,Americanexpress,374283190425629,F,6.51,1,7.89,7.89,6.51,1.38
2132,2021-10-26 10:28:00,P0170,5,Mastercard,5048374114131644,F,8.13,3,8.89,26.67,24.39,2.280000000000001
2133,2021-10-26 12:21:00,P0492,10,Americanexpress,374288199256768,F,16.12,4,17.89,71.56,64.48,7.079999999999998
2134,2021-10-26 17:50:00,P0339,7,Visa,4041597883321,F,19.62,2,21.39,42.78,39.24,3.539999999999999
2135,2021-10-26 18:25:00,P0364,5,Americanexpress,374288374818598,T,15.78,2,17.59,35.18,31.56,3.620000000000001
2136,2021-10-26 18:26:00,P0267,4,Visa,4041590907697,T,13.36,1,14.79,14.79,13.36,1.4299999999999997
2137,2021-10-26 21:20:00,P0606,4,Americanexpress,374288198608654,F,14.31,1,15.19,15.19,14.31,0.879999999999999
2138,2021-10-26 22:53:00,P0684,2,Americanexpress,374283939089991,F,6.15,1,7.49,7.49,6.15,1.3399999999999999
2139,2021-10-27 01:30:00,P0456,5,Visa,4041594146142331,F,18.35,2,20.19,40.38,36.7,3.6799999999999997
2140,2021-10-27 02:03:00,P0166,7,Americanexpress,374283134784792,F,10.88,7,11.59,81.13,76.16000000000001,4.969999999999985
2141,2021-10-27 03:27:00,P0217,7,Mastercard,5108757028569213,F,14.96,2,16.49,32.98,29.92,3.059999999999995
2142,2021-10-27 03:31:00,P0044,6,Mastercard,5048378965429502,T,12.64,5,14.29,71.44999999999999,63.2,8.249999999999986
2143,2021-10-27 06:01:00,P0270,6,Americanexpress,374283443818943,T,6.97,2,8.09,16.18,13.94,2.24
2144,2021-10-27 06:19:00,P0053,8,Americanexpress,374288495823527,F,0.33,1,1.29,1.29,0.33,0.96
2145,2021-10-27 06:31:00,P0159,8,Americanexpress,374288589247427,T,12.16,2,13.69,27.38,24.32,3.0599999999999987
2146,2021-10-27 10:27:00,P0456,5,Mastercard,5108757657836628,F,18.35,3,20.19,60.57000000000001,55.050000000000004,5.520000000000003
2147,2021-10-27 11:04:00,P0509,6,Americanexpress,374288368072293,F,11.66,2,12.89,25.78,23.32,2.460000000000001
2148,2021-10-27 13:12:00,P0105,7,Mastercard,5048373328167105,F,15.47,1,17.29,17.29,15.47,1.8199999999999985
2149,2021-10-27 15:56:00,P0112,2,Mastercard,5108754324331000,F,17.89,2,19.39,38.78,35.78,3.0
2150,2021-10-27 18:40:00,P0167,8,Americanexpress,374283693655037,F,13.32,6,14.79,88.74,79.92,8.819999999999993
2151,2021-10-27 18:48:00,P0540,7,Visa,4041595941513337,F,18.72,1,20.69,20.69,18.72,1.9700000000000024
2152,2021-10-27 19:00:00,P0363,4,Visa,4041590391343855,F,14.85,1,16.29,16.29,14.85,1.4399999999999995
2153,2021-10-27 19:33:00,P0345,7,Visa,4041598409212947,F,7.18,2,8.19,16.38,14.36,2.0199999999999996
2154,2021-10-28 00:11:00,P0294,3,Americanexpress,374283319516936,F,12.38,1,13.99,13.99,12.38,1.6099999999999994
2155,2021-10-28 00:14:00,P0593,6,Visa,4041590475752,F,17.78,4,19.19,76.76,71.12,5.640000000000001
2156,2021-10-28 00:26:00,P0195,7,Visa,4041593092042,F,17.91,2,19.39,38.78,35.82,2.960000000000001
2157,2021-10-28 02:01:00,P0176,4,Mastercard,5108756454858629,F,14.46,5,15.59,77.95,72.30000000000001,5.6499999999999915
2158,2021-10-28 03:53:00,P0223,5,Visa,4041592371782086,F,6.71,3,7.99,23.97,20.13,3.84
2159,2021-10-28 05:07:00,P0353,6,Visa,4041598795342,F,15.1,1,16.69,16.69,15.1,1.5900000000000016
2160,2021-10-28 05:09:00,P0437,6,Americanexpress,374288432974268,F,0.1,5,1.19,5.949999999999999,0.5,5.449999999999999
2161,2021-10-28 06:56:00,P0373,9,Visa,4041591909560055,F,12.85,3,14.49,43.47,38.55,4.920000000000002
2162,2021-10-28 08:21:00,P0572,4,Mastercard,5108758310857423,T,5.45,1,6.39,6.39,5.45,0.9399999999999995
2163,2021-10-28 09:49:00,P0222,1,Americanexpress,374283808321962,F,16.56,1,18.09,18.09,16.56,1.5300000000000011
2164,2021-10-28 10:48:00,P0356,5,Mastercard,5108750681147989,F,2.39,4,3.29,13.16,9.56,3.5999999999999996
2165,2021-10-28 12:53:00,P0220,8,Mastercard,5108751627127044,F,16.0,3,17.79,53.37,48.0,5.369999999999997
2166,2021-10-28 18:25:00,P0652,10,Visa,4041594039125,F,0.87,1,1.59,1.59,0.87,0.7200000000000001
2167,2021-10-29 00:25:00,P0676,9,Americanexpress,374283427298435,F,4.72,1,4.99,4.99,4.72,0.27000000000000046
2168,2021-10-29 01:55:00,P0172,7,Unknown,3586553645241229,F,19.67,1,21.39,21.39,19.67,1.7199999999999989
2169,2021-10-29 03:24:00,P0468,9,Americanexpress,374283394072698,F,13.48,3,14.79,44.37,40.44,3.9299999999999997
2170,2021-10-29 07:46:00,P0350,8,Visa,4041596567454731,F,17.21,4,18.19,72.76,68.84,3.9200000000000017
2171,2021-10-29 09:54:00,P0334,9,Visa,4041596200818227,F,5.53,3,6.59,19.77,16.59,3.1799999999999997
2172,2021-10-29 11:03:00,P0351,5,Visa,4041592941688268,F,10.04,1,11.39,11.39,10.04,1.3500000000000014
2173,2021-10-29 11:38:00,P0587,9,Mastercard,5048370799671854,F,13.88,2,14.89,29.78,27.76,2.0199999999999996
2174,2021-10-29 12:21:00,P0536,9,Americanexpress,374288548923456,F,16.97,2,18.19,36.38,33.94,2.440000000000005
2175,2021-10-29 14:13:00,P0352,3,Americanexpress,374288369166805,F,2.04,3,2.59,7.77,6.12,1.6499999999999995
2176,2021-10-29 14:58:00,P0733,8,Visa,4041590701603,F,9.98,2,11.39,22.78,19.96,2.8200000000000003
2177,2021-10-29 19:54:00,P0284,6,Americanexpress,374288039572754,F,1.03,6,1.59,9.540000000000001,6.18,3.360000000000001
2178,2021-10-30 02:21:00,P0599,7,Mastercard,5108756504655298,F,13.54,1,14.79,14.79,13.54,1.25
2179,2021-10-30 02:32:00,P0400,6,Americanexpress,374288008979857,F,6.39,5,7.69,38.45,31.95,6.5000000000000036
2180,2021-10-30 02:48:00,P0513,4,Visa,4041590770567637,F,0.97,6,1.59,9.540000000000001,5.82,3.7200000000000006
2181,2021-10-30 03:04:00,P0538,7,Mastercard,5048377923356179,F,5.83,1,7.09,7.09,5.83,1.2599999999999998
2182,2021-10-30 07:18:00,P0405,7,Americanexpress,374288679005933,F,18.2,3,19.99,59.97,54.599999999999994,5.3700000000000045
2183,2021-10-30 10:27:00,P0311,9,Visa,4041591186507,F,9.99,4,11.39,45.56,39.96,5.600000000000001
2184,2021-10-30 10:30:00,P0616,9,Visa,4041590421730048,F,11.41,1,12.39,12.39,11.41,0.9800000000000004
2185,2021-10-30 13:44:00,P0101,5,Americanexpress,374283239148273,F,16.11,4,17.89,71.56,64.44,7.1200000000000045
2186,2021-10-30 19:00:00,P0572,4,Visa,4041599354297,F,5.45,2,6.39,12.78,10.9,1.879999999999999
2187,2021-10-30 21:46:00,P0454,5,Visa,4041595880532553,F,5.79,2,6.99,13.98,11.58,2.4000000000000004
2188,2021-10-30 22:17:00,P0504,6,Visa,4041598807907,F,3.38,4,4.59,18.36,13.52,4.84
2189,2021-10-31 00:24:00,P0525,7,Americanexpress,374283690740576,F,13.86,2,14.89,29.78,27.72,2.0600000000000023
2190,2021-10-31 08:01:00,P0290,9,Americanexpress,374288317921285,F,18.11,2,19.79,39.58,36.22,3.3599999999999994
2191,2021-10-31 17:59:00,P0328,6,Americanexpress,374283727850943,F,3.18,1,4.39,4.39,3.18,1.2099999999999995
2192,2021-10-31 19:28:00,P0327,6,Americanexpress,374288928266815,F,7.13,1,8.19,8.19,7.13,1.0599999999999996
2193,2021-10-31 21:59:00,P0637,8,Americanexpress,374288377655039,F,15.32,2,17.09,34.18,30.64,3.539999999999999
2194,2021-11-01 00:40:00,P0281,8,Mastercard,5048378242586900,F,2.39,1,3.29,3.29,2.39,0.8999999999999999
2195,2021-11-01 09:20:00,P0173,7,Mastercard,5108758698652321,F,0.93,1,1.59,1.59,0.93,0.66
2196,2021-11-01 09:40:00,P0316,6,Visa,4041593712789,F,1.81,1,2.19,2.19,1.81,0.3799999999999999
2197,2021-11-01 12:09:00,P0278,8,Mastercard,5048372677204675,F,13.24,2,14.69,29.38,26.48,2.8999999999999986
2198,2021-11-01 14:23:00,P0412,3,Visa,4041590398921,F,16.11,3,17.89,53.67,48.33,5.340000000000003
2199,2021-11-01 15:48:00,P0123,7,Visa,4041592724923007,F,7.7,2,8.29,16.58,15.4,1.179999999999998
2200,2021-11-01 17:19:00,P0529,6,Visa,4041592863111042,F,17.59,3,18.79,56.37,52.769999999999996,3.6000000000000014
2201,2021-11-01 17:56:00,P0550,8,Americanexpress,374283886476654,F,15.35,2,17.09,34.18,30.7,3.4800000000000004
2202,2021-11-02 06:18:00,P0239,7,Mastercard,5108755526096085,F,0.32,8,1.29,10.32,2.56,7.76
2203,2021-11-02 09:15:00,P0554,3,Americanexpress,374283747539062,F,1.62,1,1.79,1.79,1.62,0.16999999999999993
2204,2021-11-02 09:52:00,P0581,5,Visa,4041598576944371,F,0.51,4,1.49,5.96,2.04,3.92
2205,2021-11-02 10:16:00,P0078,5,Mastercard,5108758767681714,F,17.81,1,19.29,19.29,17.81,1.4800000000000004
2206,2021-11-02 10:48:00,P0398,5,Mastercard,5108758409687590,F,1.75,1,2.09,2.09,1.75,0.33999999999999986
2207,2021-11-02 11:35:00,P0401,9,Americanexpress,374288075476688,F,16.69,2,18.09,36.18,33.38,2.799999999999997
2208,2021-11-02 13:03:00,P0625,8,Americanexpress,374288881156466,F,5.15,2,5.89,11.78,10.3,1.4799999999999986
2209,2021-11-02 13:07:00,P0075,5,Americanexpress,374288676492795,T,3.87,2,4.89,9.78,7.74,2.039999999999999
2210,2021-11-02 16:27:00,P0493,4,Americanexpress,374288710958132,F,18.02,1,19.69,19.69,18.02,1.6700000000000017
2211,2021-11-02 20:48:00,P0480,7,Mastercard,5108759769460974,F,12.02,1,13.49,13.49,12.02,1.4700000000000006
2212,2021-11-02 20:50:00,P0229,8,Americanexpress,374283853419273,F,12.15,4,13.69,54.76,48.6,6.159999999999997
2213,2021-11-02 20:53:00,P0418,5,Mastercard,5108759943938044,F,13.24,5,14.69,73.45,66.2,7.25
2214,2021-11-02 23:15:00,P0126,7,Visa,4041595151749357,F,12.18,1,13.79,13.79,12.18,1.6099999999999994
2215,2021-11-03 01:39:00,P0643,6,Visa,4041597085655627,F,17.61,1,18.89,18.89,17.61,1.2800000000000011
2216,2021-11-03 02:00:00,P0305,9,Americanexpress,374283118530567,F,8.74,5,9.99,49.95,43.7,6.25
2217,2021-11-03 02:24:00,P0510,7,Americanexpress,374283340573633,F,9.35,1,10.89,10.89,9.35,1.540000000000001
2218,2021-11-03 03:39:00,P0334,7,Americanexpress,374288376922067,F,5.53,1,6.59,6.59,5.53,1.0599999999999996
2219,2021-11-03 07:37:00,P0001,7,Americanexpress,374288532709705,F,1.58,2,1.69,3.38,3.16,0.21999999999999975
2220,2021-11-03 07:46:00,P0142,5,Visa,4041594844912,F,10.09,2,11.39,22.78,20.18,2.6000000000000014
2221,2021-11-03 07:49:00,P0396,4,Mastercard,5048379789464824,F,4.18,2,4.89,9.78,8.36,1.42
2222,2021-11-03 08:28:00,P0361,4,Visa,4041591496179,F,8.85,1,10.19,10.19,8.85,1.3399999999999999
2223,2021-11-03 08:42:00,P0293,9,Americanexpress,374283349148544,T,18.19,1,19.89,19.89,18.19,1.6999999999999993
2224,2021-11-03 11:58:00,P0460,4,Visa,4041596813201043,F,4.37,1,4.99,4.99,4.37,0.6200000000000001
2225,2021-11-03 12:57:00,P0267,6,Mastercard,5048377731966037,T,13.36,4,14.79,59.16,53.44,5.719999999999999
2226,2021-11-03 14:10:00,P0440,5,Americanexpress,374288527974314,F,8.88,1,10.19,10.19,8.88,1.3099999999999987
2227,2021-11-03 17:37:00,P0330,7,Visa,4041594276339,F,11.06,2,11.69,23.38,22.12,1.259999999999998
2228,2021-11-03 18:39:00,P0392,3,Visa,4041599122231,T,13.78,3,14.89,44.67,41.339999999999996,3.3300000000000054
2229,2021-11-03 23:27:00,P0317,9,Mastercard,5108757466699886,F,16.83,1,18.19,18.19,16.83,1.360000000000003
2230,2021-11-04 00:56:00,P0362,6,Americanexpress,374288438003823,F,3.73,3,4.79,14.370000000000001,11.19,3.1800000000000015
2231,2021-11-04 02:46:00,P0640,4,Americanexpress,374283646164392,F,9.92,1,11.29,11.29,9.92,1.3699999999999992
2232,2021-11-04 09:04:00,P0556,4,Visa,4041591482849,F,5.5,2,6.49,12.98,11.0,1.9800000000000004
2233,2021-11-04 10:25:00,P0247,6,Mastercard,5048379597813055,F,13.58,3,14.79,44.37,40.74,3.6299999999999955
2234,2021-11-04 16:40:00,P0355,5,Mastercard,5048372564195523,F,6.54,3,7.89,23.669999999999998,19.62,4.049999999999997
2235,2021-11-04 17:26:00,P0475,9,Unknown,3572752141295996,F,8.08,2,8.79,17.58,16.16,1.4199999999999982
2236,2021-11-04 18:10:00,P0441,5,Visa,4041597254952,F,1.98,1,2.49,2.49,1.98,0.5100000000000002
2237,2021-11-04 19:17:00,P0220,8,Americanexpress,374288888635694,T,16.0,2,17.79,35.58,32.0,3.5799999999999983
2238,2021-11-04 22:55:00,P0080,7,Mastercard,5108753413074919,F,11.33,1,12.29,12.29,11.33,0.9599999999999991
2239,2021-11-05 04:25:00,P0080,5,Americanexpress,374283880190707,F,11.33,4,12.29,49.16,45.32,3.8399999999999963
2240,2021-11-05 11:24:00,P0657,7,Americanexpress,374288273072404,F,16.73,1,18.09,18.09,16.73,1.3599999999999994
2241,2021-11-05 18:00:00,P0230,7,Visa,4041592893556,F,4.3,2,4.99,9.98,8.6,1.3800000000000008
2242,2021-11-05 23:10:00,P0613,5,Visa,4041590142872780,F,9.94,1,11.39,11.39,9.94,1.450000000000001
2243,2021-11-06 01:16:00,P0461,2,Mastercard,5048373494638574,F,15.83,2,17.69,35.38,31.66,3.7200000000000024
2244,2021-11-06 03:00:00,P0237,7,Mastercard,5108751910424371,F,10.43,1,11.49,11.49,10.43,1.0600000000000005
2245,2021-11-06 03:16:00,P0133,4,Visa,4041591559302303,F,14.2,1,14.99,14.99,14.2,0.7900000000000009
2246,2021-11-06 08:32:00,P0615,6,Americanexpress,374288930785745,F,19.95,3,21.39,64.17,59.849999999999994,4.320000000000007
2247,2021-11-06 09:19:00,P0458,10,Visa,4041596957456,F,9.0,7,10.39,72.73,63.0,9.730000000000004
2248,2021-11-06 10:18:00,P0636,9,Visa,4041594156378957,F,5.02,2,5.59,11.18,10.04,1.1400000000000006
2249,2021-11-06 11:00:00,P0313,6,Visa,4041590354942479,F,8.53,1,9.59,9.59,8.53,1.0600000000000005
2250,2021-11-06 11:32:00,P0346,9,Visa,4041596604620914,F,12.21,1,13.79,13.79,12.21,1.5799999999999983
2251,2021-11-06 13:58:00,P0599,6,Americanexpress,374288970060652,F,13.54,4,14.79,59.16,54.16,5.0
2252,2021-11-06 14:31:00,P0079,4,Mastercard,5048376620341922,F,0.09,3,1.09,3.2700000000000005,0.27,3.0000000000000004
2253,2021-11-06 15:15:00,P0665,4,Americanexpress,374283279804926,F,5.54,1,6.59,6.59,5.54,1.0499999999999998
2254,2021-11-06 19:58:00,P0554,4,Americanexpress,374288061173505,T,1.62,2,1.79,3.58,3.24,0.33999999999999986
2255,2021-11-06 21:28:00,P0206,8,Unknown,3550824992361049,T,0.58,1,1.49,1.49,0.58,0.91
2256,2021-11-06 23:58:00,P0100,1,Visa,4041595714395,F,12.05,3,13.59,40.769999999999996,36.150000000000006,4.61999999999999
2257,2021-11-07 02:06:00,P0512,2,Visa,4041590678879647,F,15.55,1,17.39,17.39,15.55,1.8399999999999999
2258,2021-11-07 03:14:00,P0621,6,Visa,4041591817432,F,17.47,1,18.59,18.59,17.47,1.120000000000001
2259,2021-11-07 03:23:00,P0673,7,Americanexpress,374288774443468,F,1.5,2,1.69,3.38,3.0,0.3799999999999999
2260,2021-11-07 06:02:00,P0451,6,Visa,4041593639800,F,2.41,3,3.29,9.870000000000001,7.23,2.6400000000000006
2261,2021-11-07 08:00:00,P0322,6,Mastercard,5048376268686216,F,13.65,3,14.89,44.67,40.95,3.719999999999999
2262,2021-11-07 11:13:00,P0515,4,Mastercard,5048378549355801,F,8.67,2,9.89,19.78,17.34,2.4400000000000013
2263,2021-11-07 12:38:00,P0078,2,Mastercard,5048372314754041,F,17.81,1,19.29,19.29,17.81,1.4800000000000004
2264,2021-11-07 13:54:00,P0169,7,Mastercard,5048370910266873,T,6.79,2,7.99,15.98,13.58,2.4000000000000004
2265,2021-11-07 15:47:00,P0128,8,Americanexpress,374288781409866,F,14.97,1,16.49,16.49,14.97,1.5199999999999978
2266,2021-11-07 15:55:00,P0384,9,Visa,4041593033070548,F,4.83,2,5.19,10.38,9.66,0.7200000000000006
2267,2021-11-07 17:38:00,P0282,12,Visa,4041597935659,F,10.86,2,11.59,23.18,21.72,1.4600000000000009
2268,2021-11-07 21:35:00,P0606,3,Visa,4041596415516913,F,14.31,2,15.19,30.38,28.62,1.759999999999998
2269,2021-11-08 03:37:00,P0063,6,Mastercard,5108755956586134,T,3.09,1,4.29,4.29,3.09,1.2000000000000002
2270,2021-11-08 06:14:00,P0329,4,Visa,4041591243837,F,3.45,3,4.59,13.77,10.350000000000001,3.419999999999998
2271,2021-11-08 07:19:00,P0367,6,Visa,4041590392130,F,11.63,1,12.89,12.89,11.63,1.2599999999999998
2272,2021-11-08 07:47:00,P0297,7,Mastercard,5048378353387338,F,17.82,5,19.29,96.44999999999999,89.1,7.349999999999994
2273,2021-11-08 10:40:00,P0167,8,Visa,4041595474944669,F,13.32,3,14.79,44.37,39.96,4.409999999999997
2274,2021-11-08 12:26:00,P0325,6,Americanexpress,374283525791018,F,5.35,4,6.29,25.16,21.4,3.7600000000000016
2275,2021-11-08 12:38:00,P0342,6,Visa,4041593419979643,F,18.73,2,20.69,41.38,37.46,3.9200000000000017
2276,2021-11-08 15:42:00,P0559,3,Americanexpress,374288597893592,F,6.29,1,7.69,7.69,6.29,1.4000000000000004
2277,2021-11-08 16:31:00,P0407,3,Americanexpress,374288488321448,F,12.35,1,13.99,13.99,12.35,1.6400000000000006
2278,2021-11-08 18:26:00,P0356,7,Mastercard,5048376783126649,F,2.39,2,3.29,6.58,4.78,1.7999999999999998
2279,2021-11-08 20:44:00,P0370,9,Americanexpress,374288038095641,F,19.51,2,21.29,42.58,39.02,3.559999999999995
2280,2021-11-08 21:21:00,P0747,7,Americanexpress,374288933932518,F,14.79,1,16.19,16.19,14.79,1.4000000000000021
2281,2021-11-08 22:49:00,P0550,7,Visa,4041596477808737,F,15.35,1,17.09,17.09,15.35,1.7400000000000002
2282,2021-11-08 23:08:00,P0228,7,Unknown,201603443552680,F,0.09,3,1.09,3.2700000000000005,0.27,3.0000000000000004
2283,2021-11-09 02:43:00,P0102,5,Mastercard,5048378287125119,F,16.26,2,17.99,35.98,32.52,3.4599999999999937
2284,2021-11-09 04:20:00,P0525,6,Americanexpress,374283250485109,F,13.86,2,14.89,29.78,27.72,2.0600000000000023
2285,2021-11-09 04:55:00,P0223,5,Americanexpress,374283878356955,F,6.71,2,7.99,15.98,13.42,2.5600000000000005
2286,2021-11-09 06:43:00,P0518,10,Americanexpress,374288677006149,F,16.41,3,17.99,53.97,49.230000000000004,4.739999999999995
2287,2021-11-09 08:09:00,P0696,8,Americanexpress,374283304840598,F,3.38,2,4.59,9.18,6.76,2.42
2288,2021-11-09 10:13:00,P0425,8,Visa,4041595662396,F,10.49,2,11.49,22.98,20.98,2.0
2289,2021-11-09 10:17:00,P0251,7,Visa,4041596177137296,F,2.11,1,2.79,2.79,2.11,0.6800000000000002
2290,2021-11-09 10:56:00,P0633,7,Americanexpress,374288724137889,F,10.04,2,11.39,22.78,20.08,2.700000000000003
2291,2021-11-09 13:25:00,P0180,7,Americanexpress,374288857135031,F,19.25,1,21.19,21.19,19.25,1.9400000000000013
2292,2021-11-09 14:51:00,P0501,6,Mastercard,5108752337291815,T,0.66,1,1.49,1.49,0.66,0.83
2293,2021-11-09 18:13:00,P0334,5,Mastercard,5048376543800160,F,5.53,4,6.59,26.36,22.12,4.239999999999998
2294,2021-11-09 18:35:00,P0180,5,Visa,4041591484400305,F,19.25,1,21.19,21.19,19.25,1.9400000000000013
2295,2021-11-09 18:56:00,P0678,6,Americanexpress,374283372493551,F,7.6,4,8.29,33.16,30.4,2.759999999999998
2296,2021-11-09 19:22:00,P0123,7,Visa,4041597256909951,F,7.7,1,8.29,8.29,7.7,0.589999999999999
2297,2021-11-09 20:22:00,P0538,7,Mastercard,5108755594599598,F,5.83,3,7.09,21.27,17.490000000000002,3.7799999999999976
2298,2021-11-09 23:09:00,P0235,2,Mastercard,5048375971150809,F,11.99,1,13.49,13.49,11.99,1.5
2299,2021-11-10 02:15:00,P0402,8,Mastercard,5048373803381684,F,11.61,2,12.79,25.58,23.22,2.3599999999999994
2300,2021-11-10 02:36:00,P0533,10,Americanexpress,374288534180905,F,1.5,3,1.69,5.07,4.5,0.5700000000000003
2301,2021-11-10 04:03:00,P0214,7,Visa,4041596254565,F,3.27,2,4.49,8.98,6.54,2.4400000000000004
2302,2021-11-10 04:10:00,P0237,7,Americanexpress,374283453229221,F,10.43,3,11.49,34.47,31.29,3.1799999999999997
2303,2021-11-10 04:21:00,P0602,3,Americanexpress,374283497796268,T,15.81,5,17.59,87.95,79.05,8.900000000000006
2304,2021-11-10 08:04:00,P0521,3,Mastercard,5108750545472805,F,16.37,1,17.99,17.99,16.37,1.6199999999999974
2305,2021-11-10 08:21:00,P0516,5,Americanexpress,374283536869530,F,6.12,3,7.49,22.47,18.36,4.109999999999999
2306,2021-11-10 11:30:00,P0543,7,Americanexpress,374283126093038,F,17.45,3,18.49,55.47,52.349999999999994,3.1200000000000045
2307,2021-11-10 12:30:00,P0458,4,Visa,4041594095261033,T,9.0,3,10.39,31.17,27.0,4.170000000000002
2308,2021-11-10 14:03:00,P0711,5,Mastercard,5108755085112372,F,9.87,4,11.29,45.16,39.48,5.68
2309,2021-11-10 16:58:00,P0432,9,Visa,4041599548104,F,17.36,1,18.39,18.39,17.36,1.0300000000000011
2310,2021-11-10 17:26:00,P0649,8,Visa,4041594440134984,F,18.36,5,20.19,100.95,91.8,9.150000000000006
2311,2021-11-10 23:38:00,P0623,4,Mastercard,5108752300430507,F,16.64,1,18.09,18.09,16.64,1.4499999999999993
2312,2021-11-11 00:08:00,P0607,5,Visa,4041590781387108,F,3.38,4,4.59,18.36,13.52,4.84
2313,2021-11-11 08:20:00,P0409,7,Americanexpress,374283900665290,F,18.03,2,19.69,39.38,36.06,3.3200000000000003
2314,2021-11-11 08:49:00,P0206,2,Americanexpress,374283249717265,F,0.58,4,1.49,5.96,2.32,3.64
2315,2021-11-11 10:45:00,P0554,3,Unknown,3585112380494559,F,1.62,1,1.79,1.79,1.62,0.16999999999999993
2316,2021-11-11 11:45:00,P0384,7,Visa,4041599063724,F,4.83,1,5.19,5.19,4.83,0.3600000000000003
2317,2021-11-11 11:52:00,P0177,1,Mastercard,5048376896412878,F,7.63,1,8.29,8.29,7.63,0.6599999999999993
2318,2021-11-11 12:35:00,P0341,6,Mastercard,5108753237077130,F,10.79,2,11.59,23.18,21.58,1.6000000000000014
2319,2021-11-11 13:45:00,P0687,6,Americanexpress,374288520981803,F,16.69,1,18.09,18.09,16.69,1.3999999999999986
2320,2021-11-11 14:28:00,P0127,2,Visa,4041590335671320,F,13.91,1,14.89,14.89,13.91,0.9800000000000004
2321,2021-11-11 14:50:00,P0456,7,Mastercard,5108757396503257,F,18.35,1,20.19,20.19,18.35,1.8399999999999999
2322,2021-11-11 15:37:00,P0539,7,Visa,4041592535957855,F,8.13,1,8.89,8.89,8.13,0.7599999999999998
2323,2021-11-11 15:54:00,P0387,8,Americanexpress,374288087234802,F,4.99,3,5.59,16.77,14.97,1.799999999999999
2324,2021-11-11 15:58:00,P0061,3,Visa,4041599081965,F,16.74,2,18.09,36.18,33.48,2.700000000000003
2325,2021-11-11 18:28:00,P0356,7,Americanexpress,374283767826282,F,2.39,1,3.29,3.29,2.39,0.8999999999999999
2326,2021-11-11 19:36:00,P0203,9,Mastercard,5048377495236627,T,4.78,3,5.09,15.27,14.34,0.9299999999999997
2327,2021-11-11 23:38:00,P0174,6,Visa,4041592886150902,F,2.25,4,2.99,11.96,9.0,2.960000000000001
2328,2021-11-12 06:30:00,P0353,3,Visa,4041593889510043,F,15.1,3,16.69,50.07000000000001,45.3,4.77000000000001
2329,2021-11-12 11:48:00,P0432,6,Mastercard,5048375532366936,F,17.36,3,18.39,55.17,52.08,3.0900000000000034
2330,2021-11-12 13:45:00,P0332,4,Visa,4041598843472784,F,16.62,1,18.09,18.09,16.62,1.4699999999999989
2331,2021-11-12 16:36:00,P0103,8,Americanexpress,374288362069303,F,10.61,1,11.59,11.59,10.61,0.9800000000000004
2332,2021-11-12 17:02:00,P0715,6,Mastercard,5048373478436094,F,7.6,1,8.29,8.29,7.6,0.6899999999999995
2333,2021-11-13 01:17:00,P0174,4,Americanexpress,374288322972687,F,2.25,4,2.99,11.96,9.0,2.960000000000001
2334,2021-11-13 02:55:00,P0069,5,Mastercard,5108754892928831,F,5.23,1,5.99,5.99,5.23,0.7599999999999998
2335,2021-11-13 04:49:00,P0633,8,Americanexpress,374283008751620,T,10.04,1,11.39,11.39,10.04,1.3500000000000014
2336,2021-11-13 06:28:00,P0468,4,Unknown,3539304689510956,T,13.48,1,14.79,14.79,13.48,1.3099999999999987
2337,2021-11-13 07:09:00,P0388,5,Americanexpress,374283707333209,F,17.9,1,19.39,19.39,17.9,1.490000000000002
2338,2021-11-13 07:32:00,P0671,8,Visa,4041595495555544,F,19.14,1,21.09,21.09,19.14,1.9499999999999993
2339,2021-11-13 14:30:00,P0292,7,Visa,4041595087917,F,10.49,1,11.49,11.49,10.49,1.0
